Index,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Families,Period,Weekend,PosH,PosA
143,21,Friday,2011-04-01,20:35:00,Al-Ettifaq,Al-Hilal,2,3,21174,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,9600000,No,Night,Yes,4,1
144,21,Saturday,2011-04-02,20:35:00,Najran,Al-Faisaly,0,1,709,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,103900,No,Night,Yes,13,6
145,21,Saturday,2011-04-02,20:35:00,Al-Fateh,Al-Wehda,2,1,895,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226600,No,Night,Yes,10,9
146,21,Saturday,2011-04-02,20:35:00,Al-Qadisiyah,Al-Ahli,1,3,1432,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,2000000,No,Night,Yes,11,8
147,22,Thursday,2011-04-07,20:35:00,Al-Ettifaq,Al-Raed,2,2,628,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,149200,No,Night,Yes,5,8
148,22,Thursday,2011-04-07,20:35:00,Al-Qadisiyah,Najran,2,3,209,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,31200,No,Night,Yes,12,13
149,22,Friday,2011-04-08,20:35:00,Al-Taawoun,Al-Hazem,2,0,8144,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,49700,No,Night,Yes,9,14
150,22,Friday,2011-04-08,20:35:00,Al-Faisaly,Al-Fateh,1,2,809,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,No,Night,Yes,6,10
151,22,Sunday,2011-04-10,20:35:00,Al-Hilal,Al-Shabab,2,1,13203,King Fahad International Stadium,46.839236,24.788206,67000,9600000,414900,No,Night,No,1,4
152,22,Sunday,2011-04-10,20:35:00,Al-Wehda,Al-Ittihad,1,2,3036,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,4000000,No,Night,No,11,2
153,22,Sunday,2011-04-10,20:35:00,Al-Ahli,Al-Nassr,0,0,16167,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,3100000,No,Night,No,7,3
154,23,Thursday,2011-04-21,20:40:00,Al-Taawoun,Al-Faisaly,4,1,5201,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,No,Night,Yes,8,6
155,23,Thursday,2011-04-21,20:40:00,Al-Hazem,Al-Ettifaq,1,4,6,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,226500,No,Night,Yes,14,5
156,23,Friday,2011-04-22,20:40:00,Najran,Al-Wehda,1,5,1655,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,226600,No,Night,Yes,12,11
157,23,Friday,2011-04-22,20:40:00,Al-Raed,Al-Qadisiyah,1,4,9100,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,91700,No,Night,Yes,10,12
158,23,Sunday,2011-04-24,20:40:00,Al-Nassr,Al-Hilal,0,1,10654,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,No,Night,No,3,1
159,23,Sunday,2011-04-24,20:40:00,Al-Ittihad,Al-Fateh,2,0,648,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,161100,No,Night,No,2,9
160,23,Monday,2011-04-25,20:40:00,Al-Shabab,Al-Ahli,2,1,595,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,2000000,No,Night,No,4,7
161,24,Friday,2011-04-29,20:40:00,Al-Ittihad,Al-Qadisiyah,2,2,889,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,91700,No,Night,Yes,2,13
162,24,Friday,2011-04-29,20:40:00,Al-Hilal,Al-Raed,2,1,5528,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,149200,No,Night,Yes,1,10
163,24,Friday,2011-04-29,20:40:00,Al-Ettifaq,Al-Nassr,3,0,8315,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,3100000,No,Night,Yes,4,3
164,24,Friday,2011-04-29,20:40:00,Al-Wehda,Al-Shabab,1,2,563,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,414900,No,Night,Yes,11,5
165,24,Saturday,2011-04-30,20:40:00,Al-Hazem,Najran,0,3,24,Al-Hazm Club Stadium,43.50235,25.862347,3000,49700,31200,No,Night,Yes,14,13
166,24,Saturday,2011-04-30,20:40:00,Al-Fateh,Al-Taawoun,1,3,133,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,No,Night,Yes,9,7
167,24,Saturday,2011-04-30,20:40:00,Al-Ahli,Al-Faisaly,3,0,1158,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,103900,No,Night,Yes,8,6
168,15,Thursday,2011-05-05,20:45:00,Al-Wehda,Al-Qadisiyah,0,0,302,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,91700,No,Night,Yes,11,12
169,25,Sunday,2011-05-15,20:50:00,Najran,Al-Fateh,2,1,1160,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,161100,No,Night,No,13,9
170,25,Sunday,2011-05-15,20:50:00,Al-Taawoun,Al-Ettifaq,0,1,8802,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226500,No,Night,No,7,3
171,25,Sunday,2011-05-15,20:50:00,Al-Shabab,Al-Ittihad,1,1,1118,King Fahad International Stadium,46.839236,24.788206,67000,414900,4000000,No,Night,No,4,2
172,25,Sunday,2011-05-15,20:50:00,Al-Nassr,Al-Hazem,2,1,1603,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,49700,No,Night,No,5,14
173,25,Sunday,2011-05-15,20:50:00,Al-Faisaly,Al-Raed,1,3,833,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Night,No,6,10
174,25,Sunday,2011-05-15,20:50:00,Al-Qadisiyah,Al-Hilal,0,2,4496,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,9600000,No,Night,No,12,1
175,25,Sunday,2011-05-15,20:50:00,Al-Ahli,Al-Wehda,3,2,2143,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,226600,No,Night,No,8,11
176,26,Friday,2011-05-20,20:55:00,Al-Raed,Al-Ahli,2,3,6763,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,No,Night,Yes,9,7
177,26,Friday,2011-05-20,20:55:00,Al-Ittihad,Al-Nassr,5,2,5471,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,3100000,No,Night,Yes,2,4
178,26,Friday,2011-05-20,20:55:00,Al-Hilal,Najran,2,1,8620,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,31200,No,Night,Yes,1,11
179,26,Friday,2011-05-20,20:55:00,Al-Fateh,Al-Hazem,3,0,50,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,49700,No,Night,Yes,10,14
180,26,Friday,2011-05-20,20:55:00,Al-Faisaly,Al-Shabab,0,1,920,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,No,Night,Yes,6,5
181,26,Friday,2011-05-20,20:55:00,Al-Ettifaq,Al-Qadisiyah,1,0,1464,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,91700,No,Night,Yes,3,13
182,26,Friday,2011-05-20,20:55:00,Al-Wehda,Al-Taawoun,0,0,632,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,208700,No,Night,Yes,12,8
183,1,Friday,2011-09-09,20:30:00,Al-Ittihad,Al-Taawoun,5,3,6860,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,208700,No,Night,Yes,1,1
184,1,Friday,2011-09-09,20:30:00,Al-Fateh,Najran,2,2,181,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,31200,No,Night,Yes,1,1
185,1,Friday,2011-09-09,20:30:00,Al-Qadisiyah,Al-Ettifaq,0,1,943,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,226500,No,Night,Yes,1,1
186,1,Saturday,2011-09-10,20:30:00,Hajer,Al-Hilal,1,2,4225,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,9600000,No,Night,Yes,1,1
187,1,Saturday,2011-09-10,20:30:00,Al-Nassr,Al-Raed,1,0,5550,King Fahad International Stadium,46.839236,24.788206,67000,3100000,149200,No,Night,Yes,1,1
188,1,Saturday,2011-09-10,20:30:00,Al-Faisaly,Al-Shabab,1,3,505,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,No,Night,Yes,1,1
189,1,Saturday,2011-09-10,20:30:00,Al-Ansar,Al-Ahli,0,1,8210,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,17300,2000000,No,Night,Yes,1,1
190,2,Thursday,2011-09-15,20:25:00,Najran,Al-Ettifaq,0,3,483,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,226500,No,Night,Yes,8,5
191,2,Thursday,2011-09-15,20:25:00,Al-Taawoun,Hajer,2,1,2385,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,21900,No,Night,Yes,13,9
192,2,Thursday,2011-09-15,20:25:00,Al-Hilal,Al-Shabab,0,2,12276,King Fahad International Stadium,46.839236,24.788206,67000,9600000,414900,No,Night,Yes,3,2
193,2,Friday,2011-09-16,20:25:00,Al-Raed,Al-Faisaly,1,4,8619,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,No,Night,Yes,12,14
194,2,Friday,2011-09-16,20:25:00,Al-Ansar,Al-Qadisiyah,0,3,244,Al-Ansar Club Stadium,39.545272,24.514177,5000,17300,91700,No,Night,Yes,10,11
195,2,Friday,2011-09-16,20:25:00,Al-Ahli,Al-Nassr,2,0,15492,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,3100000,No,Night,Yes,4,6
196,3,Tuesday,2011-09-20,18:20:00,Al-Ettifaq,Al-Ittihad,1,0,9549,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,4000000,No,Night,No,2,1
197,3,Thursday,2011-09-22,20:20:00,Al-Shabab,Al-Qadisiyah,1,0,725,King Fahad International Stadium,46.839236,24.788206,67000,414900,91700,No,Night,Yes,1,5
198,3,Thursday,2011-09-22,20:20:00,Al-Fateh,Al-Raed,0,0,164,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,149200,No,Night,Yes,7,13
199,3,Thursday,2011-09-22,20:20:00,Al-Faisaly,Al-Nassr,1,1,2725,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,No,Night,Yes,7,10
200,3,Friday,2011-09-23,20:20:00,Hajer,Al-Ansar,1,0,443,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,17300,No,Night,Yes,12,14
201,3,Friday,2011-09-23,20:20:00,Al-Taawoun,Al-Hilal,0,1,19658,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,9600000,No,Night,Yes,8,9
202,3,Friday,2011-09-23,20:20:00,Al-Ahli,Najran,4,0,13499,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,31200,No,Night,Yes,3,11
203,4,Thursday,2011-09-29,20:10:00,Al-Raed,Al-Shabab,1,2,5567,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,No,Night,Yes,12,2
204,4,Thursday,2011-09-29,20:10:00,Al-Hilal,Al-Ahli,4,0,22996,King Fahad International Stadium,46.839236,24.788206,67000,9600000,2000000,No,Night,Yes,4,1
205,4,Thursday,2011-09-29,20:10:00,Al-Ettifaq,Hajer,0,0,1391,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,21900,No,Night,Yes,3,10
206,4,Friday,2011-09-30,20:10:00,Najran,Al-Faisaly,1,1,271,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,103900,No,Night,Yes,13,6
207,4,Friday,2011-09-30,20:10:00,Al-Nassr,Al-Fateh,1,2,1846,King Fahad International Stadium,46.839236,24.788206,67000,3100000,161100,No,Night,Yes,7,4
208,4,Friday,2011-09-30,20:10:00,Al-Qadisiyah,Al-Taawoun,1,1,181,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,208700,No,Night,Yes,8,11
209,4,Sunday,2011-10-02,20:10:00,Al-Ittihad,Al-Ansar,3,2,3941,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,17300,No,Night,No,6,14
210,5,Friday,2011-10-14,19:55:00,Al-Shabab,Al-Ittihad,2,2,4503,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,4000000,No,Night,Yes,1,9
211,5,Friday,2011-10-14,19:55:00,Al-Raed,Najran,0,1,1879,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,31200,No,Night,Yes,13,12
212,5,Friday,2011-10-14,19:55:00,Al-Fateh,Al-Qadisiyah,1,6,599,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,91700,No,Night,Yes,5,8
213,5,Friday,2011-10-14,19:55:00,Al-Ansar,Al-Ettifaq,0,2,241,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,17300,226500,No,Night,Yes,14,2
214,5,Saturday,2011-10-15,19:55:00,Hajer,Al-Nassr,0,3,3682,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,3100000,No,Night,Yes,9,11
215,5,Saturday,2011-10-15,19:55:00,Al-Faisaly,Al-Hilal,0,2,3223,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,9600000,No,Night,Yes,7,3
216,5,Saturday,2011-10-15,19:55:00,Al-Ahli,Al-Taawoun,4,2,4110,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,208700,No,Night,Yes,4,10
217,6,Thursday,2011-10-20,19:50:00,Najran,Al-Shabab,1,4,723,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,414900,No,Night,Yes,10,2
218,6,Thursday,2011-10-20,19:50:00,Hajer,Al-Faisaly,1,1,247,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,103900,No,Night,Yes,12,9
219,6,Thursday,2011-10-20,19:50:00,Al-Qadisiyah,Al-Hilal,4,5,6711,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,9600000,No,Night,Yes,6,3
220,6,Friday,2011-10-21,19:50:00,Al-Taawoun,Al-Ansar,2,0,2058,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,17300,No,Night,Yes,11,14
221,6,Friday,2011-10-21,19:50:00,Al-Nassr,Al-Ettifaq,1,3,5218,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,226500,No,Night,Yes,8,1
222,6,Friday,2011-10-21,19:50:00,Al-Fateh,Al-Ahli,2,2,1330,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,No,Night,Yes,5,4
223,7,Friday,2011-10-28,19:50:00,Al-Shabab,Al-Taawoun,1,0,1475,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,208700,No,Night,Yes,1,9
224,7,Friday,2011-10-28,19:50:00,Al-Raed,Hajer,1,2,1831,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,21900,No,Night,Yes,13,11
225,7,Friday,2011-10-28,19:50:00,Al-Ettifaq,Al-Fateh,1,0,2059,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,161100,No,Night,Yes,2,5
226,8,Tuesday,2011-11-01,19:45:00,Hajer,Al-Fateh,2,4,1858,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,161100,No,Night,No,9,5
227,8,Tuesday,2011-11-01,19:45:00,Al-Hilal,Al-Raed,2,0,7708,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,149200,No,Night,No,3,13
228,8,Tuesday,2011-11-01,19:45:00,Al-Ahli,Al-Ettifaq,0,0,9287,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,226500,No,Night,No,4,2
229,8,Wednesday,2011-11-02,19:45:00,Al-Taawoun,Najran,1,4,2630,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,31200,No,Night,Yes,10,12
230,8,Wednesday,2011-11-02,19:45:00,Al-Shabab,Al-Nassr,2,2,4357,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,3100000,No,Night,Yes,1,8
231,8,Wednesday,2011-11-02,19:45:00,Al-Faisaly,Al-Ansar,2,1,550,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,17300,No,Night,Yes,10,14
232,8,Wednesday,2011-11-02,19:45:00,Al-Qadisiyah,Al-Ittihad,0,8,2390,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,4000000,No,Night,Yes,7,6
233,9,Friday,2011-11-18,19:35:00,Al-Raed,Al-Qadisiyah,1,0,6482,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,91700,No,Night,Yes,13,8
234,9,Friday,2011-11-18,19:35:00,Al-Ittihad,Al-Faisaly,4,2,3277,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,103900,No,Night,Yes,7,11
235,9,Friday,2011-11-18,19:35:00,Al-Fateh,Al-Shabab,0,1,873,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,No,Night,Yes,7,1
236,9,Friday,2011-11-18,19:35:00,Al-Ettifaq,Al-Taawoun,5,1,1121,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,208700,No,Night,Yes,2,12
237,9,Saturday,2011-11-19,19:35:00,Hajer,Al-Ahli,0,2,870,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,2000000,No,Night,Yes,11,4
238,9,Saturday,2011-11-19,19:35:00,Al-Nassr,Najran,3,2,1576,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,31200,No,Night,Yes,5,12
239,9,Saturday,2011-11-19,19:35:00,Al-Ansar,Al-Hilal,0,2,18400,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,17300,9600000,No,Night,Yes,14,3
240,2,Tuesday,2011-11-22,19:35:00,Al-Ittihad,Al-Fateh,1,2,3174,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,161100,No,Night,No,6,6
241,10,Thursday,2011-11-24,19:35:00,Al-Nassr,Al-Hilal,0,3,17945,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,9600000,No,Night,Yes,7,3
242,10,Thursday,2011-11-24,19:35:00,Al-Ettifaq,Al-Raed,1,1,1036,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,149200,No,Night,Yes,1,13
243,10,Friday,2011-11-25,19:35:00,Al-Shabab,Hajer,6,1,1175,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,21900,No,Night,Yes,2,11
244,10,Friday,2011-11-25,19:35:00,Al-Faisaly,Al-Taawoun,1,1,395,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,208700,No,Night,Yes,8,12
245,10,Friday,2011-11-25,19:35:00,Al-Ahli,Al-Qadisiyah,2,1,5344,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,91700,No,Night,Yes,4,10
246,10,Saturday,2011-11-26,19:35:00,Najran,Al-Ittihad,1,1,1828,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,4000000,No,Night,Yes,9,6
247,10,Saturday,2011-11-26,19:35:00,Al-Fateh,Al-Ansar,3,0,333,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,17300,No,Night,Yes,7,14
248,11,Wednesday,2011-11-30,19:35:00,Al-Shabab,Al-Ettifaq,1,0,1193,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,226500,No,Night,No,1,3
249,11,Wednesday,2011-11-30,19:35:00,Al-Qadisiyah,Al-Faisaly,2,2,28,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,103900,No,Night,No,10,8
250,11,Thursday,2011-12-01,15:15:00,Al-Taawoun,Al-Nassr,1,2,7630,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,3100000,No,Daytime,Yes,11,6
251,11,Thursday,2011-12-01,19:35:00,Al-Ittihad,Al-Ahli,1,3,16195,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,2000000,No,Night,Yes,5,4
252,11,Friday,2011-12-02,15:05:00,Al-Hilal,Al-Fateh,3,2,5680,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,161100,No,Daytime,Yes,3,6
253,11,Friday,2011-12-02,15:15:00,Al-Raed,Al-Ansar,3,2,2734,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,17300,No,Daytime,Yes,13,14
254,11,Friday,2011-12-02,15:25:00,Najran,Hajer,1,1,469,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,21900,No,Daytime,Yes,9,12
255,12,Thursday,2011-12-08,15:05:00,Al-Nassr,Al-Ittihad,1,3,4794,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,4000000,No,Daytime,Yes,7,5
256,12,Thursday,2011-12-08,15:35:00,Al-Ansar,Al-Shabab,0,2,2694,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,17300,414900,No,Daytime,Yes,14,1
257,12,Thursday,2011-12-08,19:35:00,Al-Ahli,Al-Raed,1,0,9018,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,149200,No,Night,Yes,4,13
258,12,Friday,2011-12-09,15:05:00,Al-Hilal,Najran,2,1,5247,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,31200,No,Daytime,Yes,2,9
259,12,Friday,2011-12-09,15:10:00,Al-Faisaly,Al-Ettifaq,1,4,559,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226500,No,Daytime,Yes,8,4
260,12,Friday,2011-12-09,15:15:00,Al-Taawoun,Al-Fateh,3,3,3006,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,161100,No,Daytime,Yes,13,7
261,12,Friday,2011-12-09,19:35:00,Hajer,Al-Qadisiyah,1,0,820,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,91700,No,Night,Yes,12,10
262,13,Thursday,2011-12-15,14:50:00,Al-Fateh,Al-Faisaly,2,1,321,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,No,Daytime,Yes,7,8
263,13,Thursday,2011-12-15,15:35:00,Najran,Al-Ansar,2,1,273,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,17300,No,Daytime,Yes,9,14
264,13,Thursday,2011-12-15,19:35:00,Al-Ettifaq,Al-Hilal,2,2,18016,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,9600000,No,Night,Yes,4,2
265,13,Friday,2011-12-16,15:05:00,Al-Shabab,Al-Ahli,1,1,5860,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,2000000,No,Daytime,Yes,1,3
266,13,Friday,2011-12-16,15:15:00,Al-Raed,Al-Taawoun,2,0,10635,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,208700,No,Daytime,Yes,11,13
267,13,Friday,2011-12-16,19:35:00,Al-Ittihad,Hajer,7,0,4055,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,21900,No,Night,Yes,5,8
268,13,Friday,2011-12-16,19:35:00,Al-Qadisiyah,Al-Nassr,2,1,3304,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,3100000,No,Night,Yes,10,5
269,7,Sunday,2011-12-25,19:45:00,Najran,Al-Qadisiyah,2,2,323,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,91700,No,Night,No,10,11
270,7,Sunday,2011-12-25,19:45:00,Al-Faisaly,Al-Ahli,0,1,1466,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,2000000,No,Night,No,9,3
271,7,Sunday,2011-12-25,19:45:00,Al-Ansar,Al-Nassr,0,2,8190,Prince Mohammed bin Abdul Aziz Stadium,42.49007,18.223043,20000,17300,3100000,No,Night,No,14,6
272,7,Monday,2011-12-26,19:45:00,Al-Hilal,Al-Ittihad,1,1,14827,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,4000000,No,Night,No,2,6
273,14,Thursday,2011-12-29,19:45:00,Al-Ettifaq,Al-Qadisiyah,3,2,2429,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,91700,No,Night,Yes,4,9
274,14,Thursday,2011-12-29,19:45:00,Al-Ahli,Al-Ansar,5,1,8771,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,2000000,17300,No,Night,Yes,3,14
275,14,Friday,2011-12-30,15:15:00,Al-Shabab,Al-Faisaly,1,1,1213,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,103900,No,Daytime,Yes,1,12
276,14,Friday,2011-12-30,15:25:00,Al-Raed,Al-Nassr,1,4,8420,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,3100000,No,Daytime,Yes,12,7
277,14,Friday,2011-12-30,15:40:00,Najran,Al-Fateh,0,0,485,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,161100,No,Daytime,Yes,8,6
278,14,Saturday,2011-12-31,19:45:00,Al-Taawoun,Al-Ittihad,2,1,9632,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,4000000,No,Night,Yes,13,5
279,14,Saturday,2011-12-31,19:45:00,Al-Hilal,Hajer,3,1,2649,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,21900,No,Night,Yes,2,11
280,15,Wednesday,2012-01-04,19:50:00,Al-Shabab,Al-Hilal,0,0,8123,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,9600000,No,Night,No,2,1
281,15,Wednesday,2012-01-04,19:50:00,Al-Fateh,Al-Ittihad,3,2,2147,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,4000000,No,Night,No,6,5
282,15,Wednesday,2012-01-04,19:50:00,Al-Faisaly,Al-Raed,2,1,1049,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Night,No,10,10
283,15,Wednesday,2012-01-04,19:50:00,Al-Qadisiyah,Al-Ansar,2,1,239,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,17300,No,Night,No,9,14
284,15,Thursday,2012-01-05,15:05:00,Hajer,Al-Taawoun,2,1,345,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,208700,No,Daytime,Yes,13,12
285,15,Thursday,2012-01-05,15:20:00,Al-Nassr,Al-Ahli,1,3,7450,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,2000000,No,Daytime,Yes,7,3
286,15,Thursday,2012-01-05,19:50:00,Al-Ettifaq,Najran,3,3,1100,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,31200,No,Night,Yes,4,8
287,6,Sunday,2012-01-08,19:50:00,Al-Ittihad,Al-Raed,1,1,2620,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,149200,No,Night,No,5,11
