Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
23,Friday,2019-03-08,18:40:00,Al-Nassr,Al-Ettifaq,3,2,5843,King Fahd International Stadium
23,Friday,2019-03-08,20:30:00,Al-Ittihad,Al-Fayha,2,0,32162,King Abdullah Sports City
23,Friday,2019-03-08,20:30:00,Al-Hilal,Al-Wehda,1,1,21851,King Saud University Stadium
23,Saturday,2019-03-09,15:40:00,Al-Fateh,Al-Batin,0,2,1904,Prince Abdullah bin Jalawi Stadium
23,Saturday,2019-03-09,16:00:00,Al-Hazem,Ohod,2,2,1043,Ar-Rass Stadium
24,Thursday,2019-03-14,18:45:00,Al-Faisaly,Al-Qadsiah,3,0,800,Al Majma'ah Sport City
24,Thursday,2019-03-14,20:15:00,Al-Taawoun,Al-Fateh,1,1,2500,Prince Abdullah bin Abdul Aziz Stadium
24,Friday,2019-03-15,16:00:00,Al-Raed,Al-Batin,1,0,1500,Prince Abdullah bin Abdul Aziz Stadium
24,Friday,2019-03-15,20:00:00,Al-Ettifaq,Al-Shabab,1,1,3500,Prince Mohamed bin Fahd Stadium
24,Saturday,2019-03-16,16:00:00,Al-Hazem,Al-Ittihad,0,3,1500,Ar-Rass Stadium
24,Saturday,2019-03-16,20:30:00,Al-Wehda,Al-Nassr,0,4,7238,King Abdul Aziz Stadium
24,Saturday,2019-03-23,20:05:00,Al-Hilal,Ohod,0,0,20925,King Saud University Stadium
25,Thursday,2019-03-28,16:00:00,Al-Hazem,Al-Fateh,1,0,1053,Ar-Rass Stadium
25,Thursday,2019-03-28,18:55:00,Al-Fayha,Al-Batin,2,1,1297,Al Majma'ah Sport City
25,Thursday,2019-03-28,19:00:00,Al-Taawoun,Al-Wehda,1,0,2188,Prince Abdullah bin Abdul Aziz Stadium
25,Thursday,2019-03-28,20:30:00,Al-Ettifaq,Al-Qadsiah,3,2,3442,Prince Mohamed bin Fahd Stadium
25,Thursday,2019-03-28,20:40:00,Al-Ahli,Al-Raed,4,5,4146,Prince Abdullah bin Abdul Aziz Stadium
25,Friday,2019-03-29,18:55:00,Al-Faisaly,Al-Ittihad,3,2,862,Al Majma'ah Sport City
25,Friday,2019-03-29,20:40:00,Al-Nassr,Al-Hilal,3,2,57716,King Fahd International Stadium
25,Saturday,2019-03-30,19:15:00,Ohod,Al-Shabab,1,2,5799,Prince Mohammed bin Abdul Aziz Stadium
24,Monday,2019-04-01,18:55:00,Al-Fayha,Al-Ahli,0,2,1221,Al Majma'ah Sport City
26,Thursday,2019-04-04,19:00:00,Al-Raed,Al-Nassr,0,5,11735,Prince Abdullah bin Abdul Aziz Stadium
26,Thursday,2019-04-04,20:45:00,Al-Hazem,Al-Hilal,2,3,6200,Ar-Rass Stadium
26,Friday,2019-04-05,18:35:00,Al-Qadsiah,Ohod,4,2,420,Prince Saud bin Jalawi Stadium
26,Friday,2019-04-05,18:55:00,Al-Faisaly,Al-Fateh,1,1,536,Al Majma'ah Sport City
26,Friday,2019-04-05,20:45:00,Al-Ittihad,Al-Batin,4,1,23897,King Abdullah Sports City
26,Friday,2019-04-05,20:45:00,Al-Shabab,Al-Ahli,0,4,5312,Prince Faisal bin Fahd Stadium
26,Saturday,2019-04-06,18:55:00,Al-Fayha,Al-Taawoun,2,1,1617,Al Majma'ah Sport City
26,Saturday,2019-04-06,20:45:00,Al-Wehda,Al-Ettifaq,3,1,940,King Abdul Aziz Stadium
27,Thursday,2019-04-11,18:40:00,Al-Ettifaq,Al-Fateh,0,0,1900,Prince Mohamed bin Fahd Stadium
27,Thursday,2019-04-11,19:00:00,Al-Batin,Al-Shabab,1,2,3126,Al-Batin FC Stadium
27,Thursday,2019-04-11,20:30:00,Al-Hazem,Al-Raed,1,0,1086,Ar-Rass Stadium
27,Friday,2019-04-12,19:05:00,Al-Taawoun,Al-Qadsiah,2,0,2022,Prince Abdullah bin Abdul Aziz Stadium
27,Friday,2019-04-12,19:20:00,Ohod,Al-Fayha,1,3,1680,Prince Mohammed bin Abdul Aziz Stadium
27,Friday,2019-04-12,20:45:00,Al-Wehda,Al-Faisaly,1,2,437,King Abdul Aziz Stadium
27,Friday,2019-04-12,20:45:00,Al-Ahli,Al-Hilal,0,1,33868,King Abdullah Sports City
27,Saturday,2019-04-13,18:50:00,Al-Nassr,Al-Ittihad,2,3,30014,King Fahd International Stadium
28,Thursday,2019-04-18,20:45:00,Al-Nassr,Al-Fateh,5,0,5793,King Fahd International Stadium
28,Thursday,2019-04-18,20:45:00,Al-Ittihad,Al-Ettifaq,2,0,26840,King Abdullah Sports City
28,Friday,2019-04-19,18:45:00,Al-Qadsiah,Al-Batin,0,2,728,Prince Saud bin Jalawi Stadium
28,Friday,2019-04-19,20:30:00,Al-Raed,Ohod,5,1,1974,Prince Abdullah bin Abdul Aziz Stadium
28,Friday,2019-04-19,20:45:00,Al-Ahli,Al-Wehda,3,2,4983,King Abdullah Sports City
28,Saturday,2019-04-20,18:55:00,Al-Shabab,Al-Hazem,2,0,1276,Prince Faisal bin Fahd Stadium
28,Saturday,2019-04-20,20:30:00,Al-Fayha,Al-Faisaly,3,4,1707,Al Majma'ah Sport City
28,Monday,2019-04-29,19:00:00,Al-Hilal,Al-Taawoun,0,2,22335,King Saud University Stadium
29,Saturday,2019-05-11,22:30:00,Al-Batin,Ohod,0,1,2967,Al-Batin FC Stadium
29,Saturday,2019-05-11,22:30:00,Al-Ittihad,Al-Fateh,6,2,40047,King Abdullah Sports City
29,Saturday,2019-05-11,22:30:00,Al-Wehda,Al-Qadsiah,4,0,477,King Abdul Aziz Stadium
29,Saturday,2019-05-11,22:30:00,Al-Raed,Al-Fayha,0,0,1360,Prince Abdullah bin Abdul Aziz Stadium
29,Saturday,2019-05-11,22:30:00,Al-Ettifaq,Al-Hilal,0,1,10365,Prince Mohamed bin Fahd Stadium
29,Saturday,2019-05-11,22:30:00,Al-Hazem,Al-Nassr,0,3,6200,Prince Abdullah bin Abdul Aziz Stadium
29,Saturday,2019-05-11,22:30:00,Al-Shabab,Al-Taawoun,0,0,1474,Prince Faisal bin Fahd Stadium
29,Saturday,2019-05-11,22:30:00,Al-Faisaly,Al-Ahli,1,4,503,Al Majma'ah Sport City
30,Thursday,2019-05-16,22:30:00,Ohod,Al-Ittihad,1,0,5000,Prince Mohammed bin Abdul Aziz Stadium
30,Thursday,2019-05-16,22:30:00,Al-Hilal,Al-Shabab,3,2,10000,King Saud University Stadium
30,Thursday,2019-05-16,22:30:00,Al-Ahli,Al-Ettifaq,5,0,4000,King Abdullah Sports City
30,Thursday,2019-05-16,22:30:00,Al-Fayha,Al-Wehda,5,2,1000,Al Majma'ah Sport City
30,Thursday,2019-05-16,22:30:00,Al-Fateh,Al-Raed,0,4,250,Prince Abdullah bin Jalawi Stadium
30,Thursday,2019-05-16,22:30:00,Al-Nassr,Al-Batin,2,1,59174,King Fahd International Stadium
30,Thursday,2019-05-16,22:30:00,Al-Qadsiah,Al-Hazem,2,2,500,Prince Saud bin Jalawi Stadium
30,Thursday,2019-05-16,22:30:00,Al-Taawoun,Al-Faisaly,2,1,1500,Prince Abdullah bin Abdul Aziz Stadium
1,Thursday,2019-08-22,19:00:00,Al-Nassr,Damac,2,0,11246,King Fahd International Stadium
1,Thursday,2019-08-22,20:50:00,Al-Ahli,Al-Adalah,1,1,7544,King Abdullah Sports City
1,Friday,2019-08-23,19:00:00,Al-Hilal,Abha,4,2,18022,King Saud University Stadium
1,Friday,2019-08-23,19:10:00,Al-Taawoun,Al-Hazem,1,1,2129,Prince Abdullah bin Abdul Aziz Stadium
1,Friday,2019-08-23,20:50:00,Al-Ittihad,Al-Raed,3,1,31718,King Abdullah Sports City
1,Saturday,2019-08-24,18:50:00,Al-Fateh,Al-Shabab,1,2,5221,Prince Abdullah bin Jalawi Stadium
1,Saturday,2019-08-24,19:05:00,Al-Faisaly,Al-Fayha,0,0,3495,Al Majma'ah Sport City
1,Saturday,2019-08-24,20:50:00,Al-Wehda,Al-Ettifaq,0,2,2482,King Abdul Aziz Stadium
2,Thursday,2019-08-29,18:45:00,Al-Adalah,Damac,4,0,11922,Prince Abdullah bin Jalawi Stadium
2,Thursday,2019-08-29,20:20:00,Al-Fayha,Al-Hazem,2,1,5752,Al Majma'ah Sport City
2,Friday,2019-08-30,18:55:00,Al-Shabab,Al-Faisaly,0,0,3976,King Fahd International Stadium
2,Friday,2019-08-30,20:40:00,Al-Wehda,Abha,1,2,1146,King Abdul Aziz Stadium
2,Friday,2019-08-30,20:40:00,Al-Fateh,Al-Nassr,0,1,12663,Prince Abdullah bin Jalawi Stadium
2,Saturday,2019-08-31,18:40:00,Al-Ettifaq,Al-Ahli,1,2,10010,Prince Mohamed bin Fahd Stadium
2,Saturday,2019-08-31,19:05:00,Al-Raed,Al-Hilal,0,5,11601,Prince Abdullah bin Abdul Aziz Stadium
3,Friday,2019-09-13,18:50:00,Damac,Al-Ittihad,2,1,14680,Prince Sultan bin Abdul Aziz Stadium
3,Friday,2019-09-13,18:50:00,Al-Taawoun,Al-Adalah,3,2,2119,Prince Abdullah bin Abdul Aziz Stadium
3,Friday,2019-09-13,20:35:00,Al-Nassr,Al-Shabab,0,0,12224,King Fahd International Stadium
3,Saturday,2019-09-14,18:40:00,Al-Hilal,Al-Fayha,1,1,15561,King Saud University Stadium
3,Saturday,2019-09-14,18:50:00,Abha,Al-Raed,1,1,1222,Prince Sultan bin Abdul Aziz Stadium
3,Saturday,2019-09-14,20:35:00,Al-Ahli,Al-Wehda,1,2,12688,King Abdullah Sports City
3,Sunday,2019-09-15,18:50:00,Al-Hazem,Al-Ettifaq,0,6,4050,Ar-Rass Stadium
3,Sunday,2019-09-15,20:10:00,Al-Faisaly,Al-Fateh,3,2,4450,Al Majma'ah Sport City
4,Thursday,2019-09-19,18:50:00,Damac,Al-Shabab,1,1,9035,Prince Sultan bin Abdul Aziz Stadium
4,Friday,2019-09-20,18:20:00,Al-Adalah,Abha,2,1,12640,Prince Abdullah bin Jalawi Stadium
4,Friday,2019-09-20,18:35:00,Al-Fayha,Al-Wehda,0,1,4237,Al Majma'ah Sport City
4,Friday,2019-09-20,20:20:00,Al-Nassr,Al-Hazem,0,1,11017,King Fahd International Stadium
4,Saturday,2019-09-21,18:15:00,Al-Ettifaq,Al-Faisaly,0,1,8213,Prince Mohamed bin Fahd Stadium
4,Saturday,2019-09-21,18:20:00,Al-Fateh,Al-Ahli,0,2,14000,Prince Abdullah bin Jalawi Stadium
4,Saturday,2019-09-21,20:20:00,Al-Ittihad,Al-Hilal,1,3,43783,King Abdullah Sports City
5,Thursday,2019-09-26,18:45:00,Abha,Al-Ettifaq,1,0,8400,Prince Sultan bin Abdul Aziz Stadium
5,Thursday,2019-09-26,20:15:00,Al-Hilal,Al-Taawoun,2,1,17989,King Saud University Stadium
5,Friday,2019-09-27,18:25:00,Al-Shabab,Al-Ittihad,1,2,10461,King Fahd International Stadium
5,Friday,2019-09-27,20:15:00,Al-Wehda,Al-Fateh,2,0,3269,King Abdul Aziz Stadium
5,Friday,2019-09-27,20:15:00,Al-Ahli,Al-Nassr,0,0,30198,King Abdullah Sports City
5,Saturday,2019-09-28,18:30:00,Al-Faisaly,Al-Adalah,3,1,5600,Al Majma'ah Sport City
5,Saturday,2019-09-28,18:35:00,Al-Hazem,Damac,4,0,4603,Ar-Rass Stadium
5,Saturday,2019-09-28,20:15:00,Al-Raed,Al-Fayha,2,0,3193,Prince Abdullah bin Abdul Aziz Stadium
2,Tuesday,2019-10-01,20:10:00,Al-Ittihad,Al-Taawoun,3,1,10350,King Abdullah Sports City
6,Thursday,2019-10-03,18:35:00,Damac,Al-Wehda,0,1,9613,Prince Sultan bin Abdul Aziz Stadium
6,Friday,2019-10-04,18:05:00,Al-Fateh,Al-Raed,2,2,7123,Prince Abdullah bin Jalawi Stadium
6,Friday,2019-10-04,20:10:00,Al-Ittihad,Al-Hazem,1,2,20244,King Abdullah Sports City
6,Saturday,2019-10-05,18:00:00,Al-Ettifaq,Al-Hilal,1,4,13558,Prince Mohamed bin Fahd Stadium
6,Saturday,2019-10-05,18:05:00,Al-Adalah,Al-Shabab,0,1,5441,Prince Abdullah bin Jalawi Stadium
6,Saturday,2019-10-05,18:20:00,Al-Fayha,Al-Ahli,0,3,3993,Al Majma'ah Sport City
6,Saturday,2019-10-05,20:10:00,Al-Taawoun,Abha,1,0,2001,Prince Abdullah bin Abdul Aziz Stadium
7,Friday,2019-10-18,17:50:00,Al-Adalah,Al-Fateh,3,5,5915,Prince Abdullah bin Jalawi Stadium
7,Friday,2019-10-18,18:05:00,Al-Hilal,Damac,3,0,19889,King Saud University Stadium
7,Friday,2019-10-18,20:00:00,Al-Ahli,Al-Taawoun,3,1,9431,King Abdullah Sports City
7,Saturday,2019-10-19,18:05:00,Al-Shabab,Al-Ettifaq,2,1,6172,Prince Khalid bin Sultan Stadium
7,Saturday,2019-10-19,18:10:00,Al-Raed,Al-Nassr,0,2,6745,Prince Abdullah bin Abdul Aziz Stadium
7,Saturday,2019-10-19,20:00:00,Al-Wehda,Al-Ittihad,1,0,10756,King Abdul Aziz Stadium
7,Sunday,2019-10-20,18:25:00,Abha,Al-Fayha,1,1,1529,Prince Sultan bin Abdul Aziz Stadium
7,Sunday,2019-10-20,20:00:00,Al-Faisaly,Al-Hazem,1,0,4506,Al Majma'ah Sport City
8,Thursday,2019-10-24,17:45:00,Al-Ettifaq,Al-Adalah,1,0,10085,Prince Mohamed bin Fahd Stadium
8,Thursday,2019-10-24,19:55:00,Al-Shabab,Al-Wehda,2,0,5717,Prince Khalid bin Sultan Stadium
8,Friday,2019-10-25,18:00:00,Al-Fayha,Al-Fateh,3,1,3802,Al Majma'ah Sport City
8,Friday,2019-10-25,18:20:00,Damac,Al-Raed,0,1,6916,Prince Sultan bin Abdul Aziz Stadium
8,Saturday,2019-10-26,18:05:00,Al-Taawoun,Al-Faisaly,2,1,2109,Prince Abdullah bin Abdul Aziz Stadium
8,Saturday,2019-10-26,18:10:00,Al-Hazem,Al-Ahli,2,1,3391,Ar-Rass Stadium
8,Sunday,2019-10-27,18:25:00,Al-Ittihad,Abha,1,2,7324,King Abdullah Sports City
8,Sunday,2019-10-27,19:55:00,Al-Hilal,Al-Nassr,1,2,21792,King Saud University Stadium
9,Thursday,2019-10-31,18:00:00,Al-Fayha,Al-Ettifaq,1,1,3652,Al Majma'ah Sport City
9,Thursday,2019-10-31,19:50:00,Al-Ahli,Al-Ittihad,2,1,29724,King Abdullah Sports City
9,Thursday,2019-10-31,19:50:00,Al-Fateh,Al-Hilal,3,3,13806,Prince Abdullah bin Jalawi Stadium
9,Friday,2019-11-01,17:55:00,Al-Faisaly,Damac,2,0,4229,Al Majma'ah Sport City
9,Friday,2019-11-01,18:00:00,Al-Raed,Al-Wehda,3,2,2161,Prince Abdullah bin Abdul Aziz Stadium
9,Saturday,2019-11-02,17:40:00,Al-Adalah,Al-Hazem,2,2,8134,Prince Abdullah bin Jalawi Stadium
9,Saturday,2019-11-02,18:00:00,Al-Taawoun,Al-Shabab,3,1,3566,Prince Abdullah bin Abdul Aziz Stadium
9,Saturday,2019-11-02,19:50:00,Al-Nassr,Abha,4,0,15632,Prince Faisal bin Fahd Stadium
4,Wednesday,2019-11-06,18:00:00,Al-Raed,Al-Taawoun,0,3,11320,Prince Abdullah bin Abdul Aziz Stadium
6,Wednesday,2019-11-06,19:55:00,Al-Nassr,Al-Faisaly,2,0,11718,Prince Faisal bin Fahd Stadium
10,Friday,2019-11-22,15:30:00,Abha,Al-Fateh,3,1,855,Prince Sultan bin Abdul Aziz Stadium
10,Friday,2019-11-22,17:55:00,Al-Hazem,Al-Raed,2,3,3328,Ar-Rass Stadium
10,Friday,2019-11-22,19:40:00,Al-Shabab,Al-Fayha,0,1,10118,Prince Faisal bin Fahd Stadium
10,Saturday,2019-11-23,15:30:00,Damac,Al-Taawoun,1,2,3644,Prince Sultan bin Abdul Aziz Stadium
10,Saturday,2019-11-23,19:40:00,Al-Ahli,Al-Faisaly,3,1,7964,King Abdullah Sports City
10,Sunday,2019-11-24,17:30:00,Al-Ettifaq,Al-Ittihad,1,2,11217,Prince Mohamed bin Fahd Stadium
10,Sunday,2019-11-24,18:20:00,Al-Wehda,Al-Nassr,1,0,10450,King Abdul Aziz Stadium
11,Thursday,2019-12-12,15:20:00,Al-Hazem,Abha,2,3,4431,Ar-Rass Stadium
11,Thursday,2019-12-12,17:45:00,Al-Shabab,Al-Raed,3,4,1160,Prince Faisal bin Fahd Stadium
11,Thursday,2019-12-12,19:45:00,Al-Wehda,Al-Adalah,2,0,4750,King Abdul Aziz Stadium
11,Friday,2019-12-13,17:30:00,Al-Ettifaq,Al-Fateh,1,0,2860,Prince Mohamed bin Fahd Stadium
11,Friday,2019-12-13,19:45:00,Al-Nassr,Al-Taawoun,2,1,15297,Prince Faisal bin Fahd Stadium
11,Saturday,2019-12-14,15:35:00,Damac,Al-Fayha,2,1,2136,Prince Sultan bin Abdul Aziz Stadium
11,Saturday,2019-12-14,19:45:00,Al-Ittihad,Al-Faisaly,1,2,8452,King Abdullah Sports City
12,Thursday,2019-12-19,15:15:00,Al-Fayha,Al-Ittihad,4,1,2586,Al Majma'ah Sport City
12,Thursday,2019-12-19,15:40:00,Abha,Al-Shabab,2,0,1218,Prince Sultan bin Abdul Aziz Stadium
12,Thursday,2019-12-19,17:35:00,Al-Adalah,Al-Nassr,0,3,9299,Prince Abdullah bin Jalawi Stadium
12,Thursday,2019-12-19,17:55:00,Al-Taawoun,Al-Wehda,2,1,1545,Prince Abdullah bin Abdul Aziz Stadium
12,Thursday,2019-12-19,19:50:00,Al-Ahli,Damac,5,1,6325,King Abdullah Sports City
12,Friday,2019-12-20,17:35:00,Al-Fateh,Al-Hazem,2,1,2007,Prince Abdullah bin Jalawi Stadium
12,Saturday,2019-12-21,15:20:00,Al-Raed,Al-Ettifaq,3,2,1408,Prince Abdullah bin Abdul Aziz Stadium
13,Thursday,2019-12-26,17:55:00,Al-Raed,Al-Adalah,1,0,2980,Prince Abdullah bin Abdul Aziz Stadium
13,Thursday,2019-12-26,19:50:00,Al-Hazem,Al-Hilal,1,1,8057,Ar-Rass Stadium
13,Friday,2019-12-27,19:50:00,Al-Wehda,Al-Faisaly,1,0,5411,King Abdul Aziz Stadium
13,Saturday,2019-12-28,15:20:00,Al-Fayha,Al-Nassr,1,4,4042,Al Majma'ah Sport City
13,Saturday,2019-12-28,15:40:00,Abha,Damac,3,2,1375,Prince Sultan bin Abdul Aziz Stadium
13,Saturday,2019-12-28,17:35:00,Al-Ettifaq,Al-Taawoun,1,0,2445,Prince Mohamed bin Fahd Stadium
13,Saturday,2019-12-28,17:50:00,Al-Shabab,Al-Ahli,1,0,11746,King Fahd International Stadium
13,Saturday,2019-12-28,19:50:00,Al-Ittihad,Al-Fateh,1,1,2455,King Abdullah Sports City
10,Monday,2019-12-30,17:55:00,Al-Hilal,Al-Adalah,7,0,15631,King Saud University Stadium
11,Tuesday,2020-01-07,20:00:00,Al-Hilal,Al-Ahli,3,1,21543,King Saud University Stadium
14,Thursday,2020-01-09,17:45:00,Al-Adalah,Al-Fayha,1,1,9315,Prince Abdullah bin Jalawi Stadium
14,Friday,2020-01-10,15:35:00,Al-Hazem,Al-Shabab,0,1,3125,Ar-Rass Stadium
14,Friday,2020-01-10,18:05:00,Al-Taawoun,Al-Fateh,2,1,1678,Prince Abdullah bin Abdul Aziz Stadium
14,Friday,2020-01-10,20:05:00,Al-Nassr,Al-Ittihad,1,1,17078,King Fahd International Stadium
14,Saturday,2020-01-11,15:50:00,Damac,Al-Ettifaq,2,2,1320,Prince Sultan bin Abdul Aziz Stadium
14,Saturday,2020-01-11,18:05:00,Al-Faisaly,Al-Raed,0,1,3664,Al Majma'ah Sport City
14,Saturday,2020-01-11,20:05:00,Al-Hilal,Al-Wehda,3,1,20192,King Saud University Stadium
14,Monday,2020-01-13,20:05:00,Al-Ahli,Abha,3,1,12055,King Abdullah Sports City
12,Monday,2020-01-20,18:10:00,Al-Faisaly,Al-Hilal,2,2,4710,Al Majma'ah Sport City
15,Thursday,2020-01-23,17:55:00,Al-Fateh,Damac,0,0,12290,Prince Abdullah bin Jalawi Stadium
15,Thursday,2020-01-23,20:10:00,Al-Raed,Al-Ahli,1,2,4148,Prince Abdullah bin Abdul Aziz Stadium
15,Friday,2020-01-24,15:35:00,Al-Fayha,Al-Taawoun,2,2,4057,Al Majma'ah Sport City
15,Friday,2020-01-24,17:55:00,Al-Ettifaq,Al-Nassr,0,1,11710,Prince Mohamed bin Fahd Stadium
15,Friday,2020-01-24,20:10:00,Al-Wehda,Al-Hazem,5,1,10141,King Abdul Aziz Stadium
15,Saturday,2020-01-25,15:55:00,Abha,Al-Faisaly,0,1,581,Prince Sultan bin Abdul Aziz Stadium
15,Saturday,2020-01-25,18:10:00,Al-Shabab,Al-Hilal,0,0,12531,King Fahd International Stadium
15,Saturday,2020-01-25,20:10:00,Al-Ittihad,Al-Adalah,0,0,16912,King Abdullah Sports City
16,Thursday,2020-01-30,16:00:00,Damac,Al-Nassr,1,1,11250,Prince Sultan bin Abdul Aziz Stadium
16,Thursday,2020-01-30,18:00:00,Al-Ettifaq,Al-Wehda,3,1,2006,Prince Mohamed bin Fahd Stadium
16,Friday,2020-01-31,16:00:00,Abha,Al-Hilal,1,2,16820,Prince Sultan bin Abdul Aziz Stadium
16,Friday,2020-01-31,18:25:00,Al-Hazem,Al-Taawoun,0,0,3224,Ar-Rass Stadium
16,Friday,2020-01-31,20:15:00,Al-Raed,Al-Ittihad,1,1,6522,Prince Abdullah bin Abdul Aziz Stadium
16,Saturday,2020-02-01,15:25:00,Al-Adalah,Al-Ahli,1,1,15304,Prince Abdullah bin Jalawi Stadium
16,Saturday,2020-02-01,18:15:00,Al-Shabab,Al-Fateh,2,1,8911,Prince Faisal bin Fahd Stadium
16,Saturday,2020-02-01,20:15:00,Al-Fayha,Al-Faisaly,2,1,4317,Al Majma'ah Sport City
17,Wednesday,2020-02-05,16:00:00,Damac,Al-Adalah,1,1,5921,Prince Sultan bin Abdul Aziz Stadium
17,Wednesday,2020-02-05,18:25:00,Al-Taawoun,Al-Ittihad,1,2,5986,Prince Abdullah bin Abdul Aziz Stadium
17,Wednesday,2020-02-05,20:20:00,Al-Hilal,Al-Raed,3,1,16566,King Saud University Stadium
17,Thursday,2020-02-06,18:20:00,Al-Nassr,Al-Fateh,1,1,10922,Prince Faisal bin Fahd Stadium
17,Thursday,2020-02-06,20:20:00,Al-Ahli,Al-Ettifaq,3,2,5018,King Abdullah Sports City
17,Friday,2020-02-07,16:00:00,Abha,Al-Wehda,1,4,1297,Prince Sultan bin Abdul Aziz Stadium
17,Friday,2020-02-07,18:30:00,Al-Hazem,Al-Fayha,4,2,3312,Ar-Rass Stadium
17,Friday,2020-02-07,20:20:00,Al-Faisaly,Al-Shabab,2,1,4434,Al Majma'ah Sport City
18,Monday,2020-02-10,20:20:00,Al-Ittihad,Damac,1,2,7404,King Abdul Aziz Stadium
18,Thursday,2020-02-13,15:30:00,Al-Ettifaq,Al-Hazem,2,3,1704,Prince Mohamed bin Fahd Stadium
18,Thursday,2020-02-13,18:30:00,Al-Fayha,Al-Hilal,0,1,5488,Al Majma'ah Sport City
18,Friday,2020-02-14,15:30:00,Al-Adalah,Al-Taawoun,0,0,12819,Prince Abdullah bin Jalawi Stadium
18,Friday,2020-02-14,18:25:00,Al-Shabab,Al-Nassr,2,4,12719,Prince Faisal bin Fahd Stadium
18,Friday,2020-02-14,20:25:00,Al-Wehda,Al-Ahli,2,0,10807,King Abdul Aziz Stadium
18,Saturday,2020-02-15,15:55:00,Al-Raed,Abha,2,1,2545,Prince Abdullah bin Abdul Aziz Stadium
18,Saturday,2020-02-15,18:10:00,Al-Fateh,Al-Faisaly,2,2,13091,Prince Abdullah bin Jalawi Stadium
19,Thursday,2020-02-20,15:50:00,Al-Shabab,Damac,3,2,5217,Prince Faisal bin Fahd Stadium
19,Thursday,2020-02-20,20:30:00,Al-Wehda,Al-Fayha,0,2,10150,King Abdul Aziz Stadium
19,Friday,2020-02-21,16:10:00,Abha,Al-Adalah,2,2,1972,Prince Sultan bin Abdul Aziz Stadium
19,Friday,2020-02-21,18:30:00,Al-Faisaly,Al-Ettifaq,1,2,4072,Al Majma'ah Sport City
19,Friday,2020-02-21,20:30:00,Al-Ahli,Al-Fateh,0,1,8930,King Abdullah Sports City
19,Saturday,2020-02-22,16:00:00,Al-Taawoun,Al-Raed,1,1,9819,Prince Abdullah bin Abdul Aziz Stadium
19,Saturday,2020-02-22,18:40:00,Al-Hazem,Al-Nassr,0,2,3435,Ar-Rass Stadium
19,Saturday,2020-02-22,20:30:00,Al-Hilal,Al-Ittihad,1,0,21044,King Saud University Stadium
20,Thursday,2020-02-27,18:40:00,Al-Taawoun,Al-Hilal,0,1,15650,Prince Abdullah bin Abdul Aziz Stadium
20,Thursday,2020-02-27,20:40:00,Al-Nassr,Al-Ahli,2,2,13069,Prince Faisal bin Fahd Stadium
20,Friday,2020-02-28,16:10:00,Damac,Al-Hazem,3,0,1533,Prince Sultan bin Abdul Aziz Stadium
20,Friday,2020-02-28,18:20:00,Al-Adalah,Al-Faisaly,0,2,13147,Prince Abdullah bin Jalawi Stadium
20,Friday,2020-02-28,20:10:00,Al-Fayha,Al-Raed,3,1,3655,Al Majma'ah Sport City
20,Saturday,2020-02-29,15:40:00,Al-Fateh,Al-Wehda,3,2,12198,Prince Abdullah bin Jalawi Stadium
20,Saturday,2020-02-29,18:20:00,Al-Ettifaq,Abha,4,1,4909,Prince Mohamed bin Fahd Stadium
20,Saturday,2020-02-29,20:40:00,Al-Ittihad,Al-Shabab,5,1,23746,King Abdullah Sports City
21,Thursday,2020-03-05,18:45:00,Al-Hazem,Al-Ittihad,1,1,3306,Ar-Rass Stadium
21,Thursday,2020-03-05,20:40:00,Al-Shabab,Al-Adalah,4,0,4144,Prince Faisal bin Fahd Stadium
21,Friday,2020-03-06,16:05:00,Al-Raed,Al-Fateh,0,0,1885,Prince Abdullah bin Abdul Aziz Stadium
21,Friday,2020-03-06,19:05:00,Al-Wehda,Damac,3,2,10303,King Abdul Aziz Stadium
21,Friday,2020-03-06,20:40:00,Al-Ahli,Al-Fayha,1,0,10836,King Abdullah Sports City
