Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
3,Saturday,2015-09-19,18:20:00,Al-Fateh,Hajer,1,1,3218,Prince Abdullah bin Jalawi Stadium
3,Saturday,2015-09-19,21:00:00,Al-Ittihad,Al-Faisaly,1,2,30482,King Abdul Aziz Stadium
3,Sunday,2015-09-20,18:35:00,Al-Hilal,Al-Raed,1,0,17574,Prince Faisal bin Fahd Stadium
4,Friday,2015-10-16,17:50:00,Hajer,Al-Khaleej,1,2,320,Prince Abdullah bin Jalawi Stadium
4,Friday,2015-10-16,18:15:00,Al-Raed,Al-Fateh,0,0,3187,King Abdullah Sports City
4,Friday,2015-10-16,20:00:00,Al-Wehda,Al-Faisaly,2,2,486,King Abdul Aziz Stadium
4,Saturday,2015-10-17,17:50:00,Al-Qadsiah,Al-Ittihad,1,3,6582,Prince Saud bin Jalawi Stadium
4,Saturday,2015-10-17,20:30:00,Najran,Al-Shabab,0,1,443,King Abdul Aziz Stadium
4,Sunday,2015-10-18,20:30:00,Al-Ahli,Al-Nassr,4,2,32453,King Abdullah Sports City
4,Sunday,2015-10-25,20:00:00,Al-Hilal,Al-Taawoun,3,1,10230,Prince Faisal bin Fahd Stadium
5,Thursday,2015-10-29,17:40:00,Al-Khaleej,Al-Taawoun,1,1,268,Prince Nayef bin Abdul Aziz Sports City ...
5,Thursday,2015-10-29,17:40:00,Al-Qadsiah,Al-Raed,1,1,200,Prince Saud bin Jalawi Stadium
5,Thursday,2015-10-29,18:00:00,Al-Faisaly,Hajer,3,1,161,Al Majma'ah Sport City
5,Thursday,2015-10-29,20:15:00,Al-Wehda,Al-Nassr,0,2,5471,King Abdul Aziz Stadium
5,Friday,2015-10-30,17:40:00,Al-Fateh,Al-Shabab,0,0,1312,Prince Abdullah bin Jalawi Stadium
5,Friday,2015-10-30,20:15:00,Najran,Al-Ahli,0,1,2635,King Abdul Aziz Stadium
5,Friday,2015-10-30,20:30:00,Al-Ittihad,Al-Hilal,4,3,59037,King Abdullah Sports City
6,Monday,2015-11-02,17:40:00,Hajer,Al-Wehda,1,2,533,Prince Abdullah bin Jalawi Stadium
6,Monday,2015-11-02,18:00:00,Al-Raed,Al-Khaleej,0,2,3289,King Abdullah Sports City
6,Monday,2015-11-02,20:15:00,Al-Nassr,Al-Faisaly,0,0,7994,Prince Faisal bin Fahd Stadium
6,Tuesday,2015-11-03,17:40:00,Al-Fateh,Al-Ittihad,1,1,8113,Prince Abdullah bin Jalawi Stadium
6,Tuesday,2015-11-03,17:55:00,Al-Hilal,Al-Qadsiah,1,0,8585,Prince Faisal bin Fahd Stadium
6,Tuesday,2015-11-03,18:00:00,Al-Taawoun,Najran,4,1,3473,King Abdullah Sports City
6,Tuesday,2015-11-03,20:30:00,Al-Shabab,Al-Ahli,1,1,7169,King Fahd International Stadium
7,Saturday,2015-11-07,17:35:00,Al-Khaleej,Najran,3,1,220,Prince Nayef bin Abdul Aziz Sports City ...
8,Friday,2015-11-20,17:30:00,Al-Fateh,Al-Wehda,2,0,1807,Prince Abdullah bin Jalawi Stadium
8,Friday,2015-11-20,17:50:00,Al-Faisaly,Al-Raed,2,2,240,Al Majma'ah Sport City
8,Friday,2015-11-20,20:10:00,Najran,Hajer,2,0,46,Reserve Stadium in King Abdullah Sports ...
8,Saturday,2015-11-21,17:30:00,Al-Qadsiah,Al-Shabab,0,1,272,Prince Saud bin Jalawi Stadium
8,Saturday,2015-11-21,17:45:00,Al-Hilal,Al-Khaleej,7,0,5097,Prince Faisal bin Fahd Stadium
8,Saturday,2015-11-21,17:55:00,Al-Taawoun,Al-Nassr,3,3,3205,King Abdullah Sports City
8,Sunday,2015-11-22,20:10:00,Al-Ittihad,Al-Ahli,0,3,46977,King Abdullah Sports City
9,Wednesday,2015-11-25,17:30:00,Hajer,Al-Taawoun,1,4,706,Prince Abdullah bin Jalawi Stadium
9,Wednesday,2015-11-25,20:00:00,Al-Raed,Al-Wehda,1,0,2594,King Abdullah Sports City
9,Thursday,2015-11-26,17:45:00,Al-Nassr,Al-Fateh,3,1,3686,King Abdullah Sports City
9,Thursday,2015-11-26,20:00:00,Al-Ahli,Al-Faisaly,1,1,18936,King Abdullah Sports City
9,Friday,2015-11-27,17:30:00,Al-Khaleej,Al-Ittihad,2,2,3472,Prince Mohamed bin Fahd Stadium
9,Friday,2015-11-27,20:00:00,Al-Shabab,Al-Hilal,0,1,14850,King Fahd International Stadium
9,Saturday,2015-11-28,19:40:00,Najran,Al-Qadsiah,1,1,218,Reserve Stadium in King Abdullah Sports ...
10,Thursday,2015-12-03,17:50:00,Al-Raed,Al-Nassr,0,0,8439,King Abdullah Sports City
10,Thursday,2015-12-03,20:00:00,Al-Ahli,Hajer,1,0,29592,King Abdullah Sports City
10,Thursday,2015-12-03,20:00:00,Al-Wehda,Al-Qadsiah,1,0,922,King Abdul Aziz Stadium
10,Friday,2015-12-04,17:30:00,Al-Fateh,Al-Taawoun,1,0,2137,Prince Abdullah bin Jalawi Stadium
10,Friday,2015-12-04,17:45:00,Al-Faisaly,Al-Khaleej,1,2,204,Al Majma'ah Sport City
10,Friday,2015-12-04,20:00:00,Al-Ittihad,Al-Shabab,2,1,22354,King Abdullah Sports City
10,Friday,2015-12-04,20:00:00,Al-Hilal,Najran,2,0,9079,Prince Faisal bin Fahd Stadium
11,Wednesday,2015-12-09,18:20:00,Najran,Al-Faisaly,0,1,150,Reserve Stadium in King Abdullah Sports ...
11,Wednesday,2015-12-09,20:00:00,Al-Taawoun,Al-Raed,2,0,4999,King Abdullah Sports City
11,Thursday,2015-12-10,17:30:00,Al-Khaleej,Al-Nassr,1,1,2288,Prince Mohamed bin Fahd Stadium
11,Thursday,2015-12-10,20:00:00,Al-Ittihad,Hajer,5,0,11530,King Abdullah Sports City
11,Thursday,2015-12-10,20:15:00,Al-Hilal,Al-Ahli,1,2,26653,King Fahd International Stadium
11,Friday,2015-12-11,17:30:00,Al-Qadsiah,Al-Fateh,2,1,445,Prince Saud bin Jalawi Stadium
11,Friday,2015-12-11,20:00:00,Al-Wehda,Al-Shabab,2,1,1375,King Abdul Aziz Stadium
12,Monday,2015-12-14,17:30:00,Hajer,Al-Hilal,1,5,6774,Prince Abdullah bin Jalawi Stadium
12,Monday,2015-12-14,17:45:00,Al-Shabab,Al-Faisaly,0,1,493,Prince Faisal bin Fahd Stadium
12,Monday,2015-12-14,20:00:00,Al-Nassr,Al-Ittihad,3,0,13728,King Fahd International Stadium
12,Monday,2015-12-14,20:00:00,Al-Ahli,Al-Raed,3,1,14974,King Abdullah Sports City
12,Tuesday,2015-12-15,17:30:00,Al-Khaleej,Al-Qadsiah,0,0,413,Prince Nayef bin Abdul Aziz Sports City ...
12,Tuesday,2015-12-15,17:55:00,Al-Taawoun,Al-Wehda,4,2,7219,King Abdullah Sports City
12,Tuesday,2015-12-15,20:00:00,Najran,Al-Fateh,1,3,202,Reserve Stadium in King Abdullah Sports ...
13,Saturday,2015-12-19,17:30:00,Al-Qadsiah,Hajer,1,1,321,Prince Saud bin Jalawi Stadium
13,Saturday,2015-12-19,17:50:00,Al-Faisaly,Al-Hilal,0,1,1750,Al Majma'ah Sport City
13,Saturday,2015-12-19,20:15:00,Al-Shabab,Al-Nassr,1,0,7871,King Fahd International Stadium
13,Sunday,2015-12-20,15:15:00,Al-Raed,Najran,2,3,2892,King Abdullah Sports City
13,Sunday,2015-12-20,17:30:00,Al-Fateh,Al-Ahli,0,2,4625,Prince Abdullah bin Jalawi Stadium
13,Sunday,2015-12-20,20:15:00,Al-Wehda,Al-Khaleej,0,0,446,King Abdul Aziz Stadium
13,Sunday,2015-12-20,20:15:00,Al-Ittihad,Al-Taawoun,4,1,12290,King Abdullah Sports City
7,Thursday,2015-12-24,20:00:00,Al-Ahli,Al-Qadsiah,2,0,16413,King Abdullah Sports City
7,Thursday,2015-12-24,20:00:00,Al-Nassr,Al-Hilal,1,2,21716,King Fahd International Stadium
7,Friday,2015-12-25,15:15:00,Al-Faisaly,Al-Fateh,1,2,205,Al Majma'ah Sport City
7,Friday,2015-12-25,17:35:00,Hajer,Al-Raed,1,2,220,Prince Abdullah bin Jalawi Stadium
7,Friday,2015-12-25,20:00:00,Al-Wehda,Al-Ittihad,0,2,8937,King Abdul Aziz Stadium
7,Friday,2015-12-25,20:00:00,Al-Shabab,Al-Taawoun,0,1,574,Prince Faisal bin Fahd Stadium
14,Wednesday,2016-01-27,18:00:00,Hajer,Al-Nassr,0,1,4100,Prince Abdullah bin Jalawi Stadium
14,Wednesday,2016-01-27,20:30:00,Al-Wehda,Al-Hilal,1,3,10939,King Abdul Aziz Stadium
14,Thursday,2016-01-28,15:45:00,Al-Raed,Al-Shabab,0,1,2358,King Abdullah Sports City
14,Thursday,2016-01-28,18:15:00,Al-Faisaly,Al-Qadsiah,1,0,152,Al Majma'ah Sport City
14,Thursday,2016-01-28,20:30:00,Al-Ahli,Al-Taawoun,2,2,23989,King Abdullah Sports City
14,Friday,2016-01-29,18:00:00,Al-Fateh,Al-Khaleej,0,0,516,Prince Abdullah bin Jalawi Stadium
14,Friday,2016-01-29,20:30:00,Al-Ittihad,Najran,1,0,21225,King Abdullah Sports City
15,Thursday,2016-02-04,18:20:00,Al-Nassr,Al-Qadsiah,0,0,2782,King Fahd International Stadium
15,Thursday,2016-02-04,20:30:00,Al-Ittihad,Al-Raed,6,2,16029,King Abdullah Sports City
15,Friday,2016-02-05,18:20:00,Al-Hilal,Al-Fateh,3,3,11104,Prince Faisal bin Fahd Stadium
15,Friday,2016-02-05,20:30:00,Al-Ahli,Al-Khaleej,1,1,16282,King Abdullah Sports City
15,Saturday,2016-02-06,15:55:00,Al-Taawoun,Al-Faisaly,3,1,5666,King Abdullah Sports City
15,Saturday,2016-02-06,18:20:00,Al-Shabab,Hajer,3,1,491,Prince Faisal bin Fahd Stadium
15,Saturday,2016-02-06,18:50:00,Najran,Al-Wehda,2,2,355,Reserve Stadium in King Abdullah Sports ...
16,Wednesday,2016-02-10,18:10:00,Al-Khaleej,Al-Shabab,1,2,473,Prince Saud bin Jalawi Stadium
16,Wednesday,2016-02-10,20:40:00,Al-Wehda,Al-Ahli,0,1,5720,King Abdul Aziz Stadium
16,Thursday,2016-02-11,18:10:00,Al-Qadsiah,Al-Taawoun,1,2,335,Prince Saud bin Jalawi Stadium
16,Thursday,2016-02-11,18:35:00,Al-Raed,Al-Hilal,0,1,12324,King Abdullah Sports City
16,Thursday,2016-02-11,20:40:00,Najran,Al-Nassr,4,3,6421,King Abdullah Sports City
16,Friday,2016-02-12,18:10:00,Hajer,Al-Fateh,1,0,2225,Prince Abdullah bin Jalawi Stadium
16,Saturday,2016-02-13,18:30:00,Al-Faisaly,Al-Ittihad,1,3,1020,Al Majma'ah Sport City
17,Monday,2016-02-15,18:40:00,Al-Taawoun,Al-Hilal,1,0,12507,Prince Abdullah bin Abdul Aziz Stadium
17,Monday,2016-02-15,20:40:00,Al-Nassr,Al-Ahli,1,1,6763,King Fahd International Stadium
17,Thursday,2016-02-18,18:30:00,Al-Shabab,Najran,3,2,687,Prince Faisal bin Fahd Stadium
17,Thursday,2016-02-18,20:40:00,Al-Ittihad,Al-Qadsiah,1,1,34044,King Abdullah Sports City
17,Saturday,2016-02-20,18:15:00,Al-Khaleej,Hajer,0,1,375,Prince Saud bin Jalawi Stadium
17,Saturday,2016-02-20,18:15:00,Al-Fateh,Al-Raed,1,0,541,Prince Abdullah bin Jalawi Stadium
17,Saturday,2016-02-20,20:40:00,Al-Faisaly,Al-Wehda,2,1,220,Al Majma'ah Sport City
18,Thursday,2016-02-25,18:30:00,Al-Shabab,Al-Fateh,1,0,810,Prince Faisal bin Fahd Stadium
18,Thursday,2016-02-25,18:40:00,Al-Taawoun,Al-Khaleej,2,3,3981,Prince Abdullah bin Abdul Aziz Stadium
18,Friday,2016-02-26,18:20:00,Hajer,Al-Faisaly,0,1,1026,Prince Abdullah bin Jalawi Stadium
18,Friday,2016-02-26,18:40:00,Al-Raed,Al-Qadsiah,2,1,2474,Prince Abdullah bin Abdul Aziz Stadium
18,Friday,2016-02-26,20:40:00,Al-Nassr,Al-Wehda,1,1,3096,King Fahd International Stadium
18,Saturday,2016-02-27,20:20:00,Al-Ahli,Najran,1,2,7144,King Abdullah Sports City
18,Saturday,2016-02-27,20:45:00,Al-Hilal,Al-Ittihad,0,1,17020,King Fahd International Stadium
19,Friday,2016-03-04,18:25:00,Al-Khaleej,Al-Raed,1,0,507,Prince Saud bin Jalawi Stadium
19,Friday,2016-03-04,20:45:00,Al-Wehda,Hajer,1,0,1056,King Abdul Aziz Stadium
19,Friday,2016-03-04,20:45:00,Najran,Al-Taawoun,1,1,293,Reserve Stadium in King Abdullah Sports ...
19,Saturday,2016-03-05,18:45:00,Al-Faisaly,Al-Nassr,2,2,1000,Al Majma'ah Sport City
19,Saturday,2016-03-05,20:45:00,Al-Ittihad,Al-Fateh,0,0,14184,King Abdullah Sports City
19,Sunday,2016-03-06,18:25:00,Al-Qadsiah,Al-Hilal,0,0,12050,Prince Mohamed bin Fahd Stadium
19,Sunday,2016-03-06,20:45:00,Al-Ahli,Al-Shabab,3,1,24101,King Abdullah Sports City
20,Thursday,2016-03-10,20:30:00,Al-Hilal,Al-Nassr,2,0,21824,King Fahd International Stadium
20,Friday,2016-03-11,18:25:00,Al-Qadsiah,Al-Ahli,0,2,4017,Prince Mohamed bin Fahd Stadium
20,Friday,2016-03-11,19:10:00,Najran,Al-Khaleej,2,3,91,Reserve Stadium in King Abdullah Sports ...
20,Friday,2016-03-11,20:45:00,Al-Taawoun,Al-Shabab,4,0,7001,Prince Abdullah bin Abdul Aziz Stadium
20,Saturday,2016-03-12,18:25:00,Al-Fateh,Al-Faisaly,2,1,632,Prince Abdullah bin Jalawi Stadium
20,Saturday,2016-03-12,18:50:00,Al-Raed,Hajer,2,1,1474,Prince Abdullah bin Abdul Aziz Stadium
20,Saturday,2016-03-12,20:45:00,Al-Ittihad,Al-Wehda,0,2,21556,King Abdullah Sports City
21,Friday,2016-04-01,19:00:00,Al-Raed,Al-Faisaly,5,0,3485,Prince Abdullah bin Abdul Aziz Stadium
21,Friday,2016-04-01,21:00:00,Al-Nassr,Al-Taawoun,3,2,2633,King Fahd International Stadium
21,Friday,2016-04-01,21:00:00,Al-Wehda,Al-Fateh,1,3,802,King Abdul Aziz Stadium
21,Saturday,2016-04-02,18:35:00,Al-Khaleej,Al-Hilal,0,3,6714,Prince Mohamed bin Fahd Stadium
21,Saturday,2016-04-02,21:00:00,Al-Ahli,Al-Ittihad,4,2,31035,King Abdullah Sports City
21,Sunday,2016-04-03,18:35:00,Hajer,Najran,1,2,281,Prince Abdullah bin Jalawi Stadium
21,Sunday,2016-04-03,21:00:00,Al-Shabab,Al-Qadsiah,0,2,392,Prince Faisal bin Fahd Stadium
22,Thursday,2016-04-07,21:00:00,Al-Wehda,Al-Raed,3,1,759,King Abdul Aziz Stadium
22,Friday,2016-04-08,18:40:00,Al-Qadsiah,Najran,4,2,1200,Prince Saud bin Jalawi Stadium
22,Friday,2016-04-08,21:00:00,Al-Taawoun,Hajer,4,0,6734,Prince Abdullah bin Abdul Aziz Stadium
22,Saturday,2016-04-09,18:40:00,Al-Fateh,Al-Nassr,2,1,1614,Prince Abdullah bin Jalawi Stadium
22,Saturday,2016-04-09,18:55:00,Al-Faisaly,Al-Ahli,1,2,915,Al Majma'ah Sport City
22,Saturday,2016-04-09,21:00:00,Al-Hilal,Al-Shabab,1,1,5175,King Fahd International Stadium
22,Saturday,2016-04-09,21:00:00,Al-Ittihad,Al-Khaleej,4,1,1787,King Abdullah Sports City
23,Friday,2016-04-15,18:55:00,Al-Nassr,Al-Raed,1,2,1838,King Fahd International Stadium
23,Friday,2016-04-15,21:10:00,Najran,Al-Hilal,2,3,18777,King Abdullah Sports City
23,Saturday,2016-04-16,18:45:00,Hajer,Al-Ahli,0,1,3113,Prince Abdullah bin Jalawi Stadium
23,Saturday,2016-04-16,18:45:00,Al-Khaleej,Al-Faisaly,2,1,180,Prince Saud bin Jalawi Stadium
23,Saturday,2016-04-16,21:10:00,Al-Shabab,Al-Ittihad,1,2,2662,Prince Faisal bin Fahd Stadium
23,Sunday,2016-04-17,18:45:00,Al-Qadsiah,Al-Wehda,1,1,822,Prince Saud bin Jalawi Stadium
23,Sunday,2016-04-17,21:00:00,Al-Taawoun,Al-Fateh,1,2,6999,Prince Abdullah bin Abdul Aziz Stadium
24,Friday,2016-04-22,18:55:00,Al-Shabab,Al-Wehda,1,1,411,Prince Faisal bin Fahd Stadium
24,Friday,2016-04-22,19:00:00,Al-Faisaly,Najran,2,2,96,Al Majma'ah Sport City
24,Friday,2016-04-22,21:10:00,Al-Raed,Al-Taawoun,1,1,7154,Prince Abdullah bin Abdul Aziz Stadium
24,Saturday,2016-04-23,19:00:00,Al-Nassr,Al-Khaleej,1,1,1074,King Fahd International Stadium
24,Sunday,2016-04-24,18:45:00,Hajer,Al-Ittihad,0,5,2143,Prince Abdullah bin Jalawi Stadium
24,Sunday,2016-04-24,21:15:00,Al-Ahli,Al-Hilal,3,1,56293,King Abdullah Sports City
24,Monday,2016-04-25,18:45:00,Al-Fateh,Al-Qadsiah,2,2,699,Prince Abdullah bin Jalawi Stadium
25,Sunday,2016-05-08,21:00:00,Al-Ittihad,Al-Nassr,0,5,3970,King Abdullah Sports City
25,Sunday,2016-05-08,21:00:00,Al-Fateh,Najran,3,1,282,Prince Abdullah bin Jalawi Stadium
25,Sunday,2016-05-08,21:00:00,Al-Qadsiah,Al-Khaleej,2,0,573,Prince Saud bin Jalawi Stadium
25,Sunday,2016-05-08,21:00:00,Al-Faisaly,Al-Shabab,0,0,63,Al Majma'ah Sport City
25,Sunday,2016-05-08,21:00:00,Al-Raed,Al-Ahli,2,5,6449,Prince Abdullah bin Abdul Aziz Stadium
25,Sunday,2016-05-08,21:00:00,Al-Wehda,Al-Taawoun,2,1,310,King Abdul Aziz Stadium
25,Sunday,2016-05-08,21:00:00,Al-Hilal,Hajer,4,1,2371,Prince Faisal bin Fahd Stadium
26,Thursday,2016-05-12,19:10:00,Al-Hilal,Al-Faisaly,0,0,2743,Prince Faisal bin Fahd Stadium
26,Friday,2016-05-13,21:00:00,Al-Ahli,Al-Fateh,3,2,60051,King Abdullah Sports City
26,Friday,2016-05-13,21:00:00,Al-Taawoun,Al-Ittihad,2,1,1274,Prince Abdullah bin Abdul Aziz Stadium
26,Friday,2016-05-13,21:00:00,Al-Nassr,Al-Shabab,1,2,1946,Prince Faisal bin Fahd Stadium
26,Saturday,2016-05-14,18:55:00,Al-Khaleej,Al-Wehda,1,4,93,Prince Saud bin Jalawi Stadium
26,Saturday,2016-05-14,20:45:00,Najran,Al-Raed,3,3,409,King Abdullah Sports City
26,Saturday,2016-05-14,20:45:00,Hajer,Al-Qadsiah,0,2,106,Prince Abdullah bin Jalawi Stadium
1,Thursday,2016-08-11,19:10:00,Al-Shabab,Al-Qadsiah,0,0,1406,King Fahd International Stadium
1,Thursday,2016-08-11,21:05:00,Al-Raed,Al-Ittihad,2,3,7017,Prince Abdullah bin Abdul Aziz Stadium
1,Friday,2016-08-12,19:10:00,Al-Faisaly,Al-Khaleej,3,1,214,Al Majma'ah Sport City
1,Friday,2016-08-12,21:05:00,Al-Wehda,Al-Taawoun,3,2,681,King Abdul Aziz Stadium
1,Friday,2016-08-12,21:05:00,Al-Nassr,Al-Fateh,4,1,11264,King Fahd International Stadium
1,Saturday,2016-08-13,20:45:00,Al-Hilal,Al-Batin,2,0,15371,King Fahd International Stadium
1,Sunday,2016-08-14,20:45:00,Al-Ettifaq,Al-Ahli,1,4,6350,Prince Mohamed bin Fahd Stadium
2,Thursday,2016-08-18,20:45:00,Al-Raed,Al-Wehda,3,1,3294,Prince Abdullah bin Abdul Aziz Stadium
2,Friday,2016-08-19,18:50:00,Al-Qadsiah,Al-Faisaly,1,1,199,Prince Saud bin Jalawi Stadium
2,Friday,2016-08-19,21:05:00,Al-Taawoun,Al-Hilal,0,2,11966,Prince Abdullah bin Abdul Aziz Stadium
2,Saturday,2016-08-20,19:10:00,Al-Batin,Al-Shabab,1,0,3020,Department of Education Stadium
2,Saturday,2016-08-20,21:05:00,Al-Fateh,Al-Ahli,0,1,4179,Prince Abdullah bin Jalawi Stadium
2,Saturday,2016-08-20,21:05:00,Al-Khaleej,Al-Ittihad,2,3,3027,Prince Saud bin Jalawi Stadium
2,Saturday,2016-08-20,21:05:00,Al-Ettifaq,Al-Nassr,1,0,7450,Prince Mohamed bin Fahd Stadium
3,Friday,2016-09-16,18:25:00,Al-Khaleej,Al-Batin,2,2,112,Prince Saud bin Jalawi Stadium
3,Friday,2016-09-16,18:45:00,Al-Taawoun,Al-Raed,2,1,3501,Prince Abdullah bin Abdul Aziz Stadium
3,Friday,2016-09-16,20:45:00,Al-Hilal,Al-Ettifaq,1,2,7484,King Fahd International Stadium
3,Saturday,2016-09-17,18:40:00,Al-Faisaly,Al-Fateh,0,0,204,Al Majma'ah Sport City
3,Saturday,2016-09-17,20:45:00,Al-Nassr,Al-Qadsiah,1,0,2689,King Fahd International Stadium
3,Sunday,2016-09-18,20:45:00,Al-Shabab,Al-Ahli,3,2,3101,King Fahd International Stadium
3,Sunday,2016-09-18,20:45:00,Al-Wehda,Al-Ittihad,3,5,3270,King Abdul Aziz Stadium
4,Wednesday,2016-09-21,20:25:00,Al-Ettifaq,Al-Batin,2,1,2246,Prince Mohamed bin Fahd Stadium
4,Thursday,2016-09-22,18:40:00,Al-Raed,Al-Fateh,3,2,2879,Prince Abdullah bin Abdul Aziz Stadium
4,Thursday,2016-09-22,20:25:00,Al-Qadsiah,Al-Hilal,1,2,5820,Prince Mohamed bin Fahd Stadium
4,Thursday,2016-09-22,20:25:00,Al-Nassr,Al-Khaleej,0,1,4438,Prince Faisal bin Fahd Stadium
4,Friday,2016-09-23,18:30:00,Al-Shabab,Al-Taawoun,2,2,1125,Prince Faisal bin Fahd Stadium
4,Friday,2016-09-23,18:35:00,Al-Faisaly,Al-Wehda,2,1,205,Al Majma'ah Sport City
4,Friday,2016-09-23,20:45:00,Al-Ahli,Al-Ittihad,1,1,49732,King Abdullah Sports City
5,Friday,2016-10-14,17:55:00,Al-Fateh,Al-Ettifaq,0,0,1408,Prince Abdullah bin Jalawi Stadium
5,Friday,2016-10-14,17:55:00,Al-Khaleej,Al-Shabab,1,2,498,Prince Saud bin Jalawi Stadium
5,Friday,2016-10-14,18:10:00,Al-Batin,Al-Raed,4,0,1002,Department of Education Stadium
5,Friday,2016-10-14,20:15:00,Al-Ittihad,Al-Taawoun,3,1,17571,King Abdullah Sports City
5,Saturday,2016-10-15,20:00:00,Al-Ahli,Al-Qadsiah,2,0,14388,King Abdullah Sports City
5,Saturday,2016-10-15,20:00:00,Al-Hilal,Al-Faisaly,4,0,8318,Prince Faisal bin Fahd Stadium
5,Saturday,2016-10-15,20:00:00,Al-Wehda,Al-Nassr,0,3,2275,King Abdul Aziz Stadium
6,Thursday,2016-10-20,18:10:00,Al-Taawoun,Al-Fateh,0,0,3143,Prince Abdullah bin Abdul Aziz Stadium
6,Thursday,2016-10-20,20:00:00,Al-Khaleej,Al-Hilal,1,6,5242,Prince Mohamed bin Fahd Stadium
6,Thursday,2016-10-20,20:15:00,Al-Ittihad,Al-Shabab,0,1,32196,King Abdullah Sports City
6,Friday,2016-10-21,17:45:00,Al-Ettifaq,Al-Wehda,1,3,1530,Prince Mohamed bin Fahd Stadium
6,Friday,2016-10-21,18:00:00,Al-Batin,Al-Qadsiah,1,1,1017,Department of Education Stadium
6,Friday,2016-10-21,18:10:00,Al-Raed,Al-Faisaly,1,0,1723,Prince Abdullah bin Abdul Aziz Stadium
6,Friday,2016-10-21,20:15:00,Al-Nassr,Al-Ahli,1,0,16501,King Fahd International Stadium
7,Friday,2016-10-28,17:40:00,Al-Qadsiah,Al-Taawoun,0,1,221,Prince Mohamed bin Fahd Stadium
7,Friday,2016-10-28,18:00:00,Al-Raed,Al-Ettifaq,2,0,1942,Prince Abdullah bin Abdul Aziz Stadium
7,Friday,2016-10-28,20:00:00,Al-Hilal,Al-Ittihad,0,2,35033,King Fahd International Stadium
7,Saturday,2016-10-29,18:10:00,Al-Shabab,Al-Fateh,2,0,647,Prince Faisal bin Fahd Stadium
7,Saturday,2016-10-29,19:50:00,Al-Wehda,Al-Batin,5,1,603,King Abdul Aziz Stadium
7,Saturday,2016-10-29,19:50:00,Al-Faisaly,Al-Nassr,1,2,1629,Al Majma'ah Sport City
7,Saturday,2016-10-29,20:00:00,Al-Ahli,Al-Khaleej,4,1,8811,King Abdullah Sports City
8,Thursday,2016-11-03,17:55:00,Al-Faisaly,Al-Shabab,0,1,462,Al Majma'ah Sport City
8,Thursday,2016-11-03,19:50:00,Al-Nassr,Al-Raed,3,1,5195,Prince Faisal bin Fahd Stadium
8,Thursday,2016-11-03,20:00:00,Al-Ittihad,Al-Batin,2,0,16898,King Abdullah Sports City
8,Friday,2016-11-04,17:35:00,Al-Qadsiah,Al-Khaleej,0,0,318,Prince Saud bin Jalawi Stadium
8,Friday,2016-11-04,20:00:00,Al-Ahli,Al-Wehda,4,0,17923,King Abdullah Sports City
8,Saturday,2016-11-05,17:35:00,Al-Ettifaq,Al-Taawoun,3,0,1235,Prince Mohamed bin Fahd Stadium
8,Saturday,2016-11-05,20:00:00,Al-Fateh,Al-Hilal,0,1,8071,Prince Abdullah bin Jalawi Stadium
9,Friday,2016-11-18,17:35:00,Al-Fateh,Al-Qadsiah,1,1,1131,Prince Abdullah bin Jalawi Stadium
9,Friday,2016-11-18,19:45:00,Al-Taawoun,Al-Faisaly,0,0,4113,Prince Abdullah bin Abdul Aziz Stadium
9,Saturday,2016-11-19,17:35:00,Al-Khaleej,Al-Ettifaq,1,2,863,Prince Saud bin Jalawi Stadium
9,Saturday,2016-11-19,19:45:00,Al-Shabab,Al-Wehda,0,0,884,Prince Faisal bin Fahd Stadium
9,Sunday,2016-11-20,19:45:00,Al-Batin,Al-Ahli,0,1,1644,Department of Education Stadium
9,Sunday,2016-11-20,19:45:00,Al-Hilal,Al-Raed,2,1,5132,Prince Faisal bin Fahd Stadium
9,Sunday,2016-11-20,19:55:00,Al-Ittihad,Al-Nassr,0,1,23038,King Abdullah Sports City
10,Thursday,2016-11-24,17:30:00,Al-Ettifaq,Al-Faisaly,3,1,2750,Prince Saud bin Jalawi Stadium
10,Thursday,2016-11-24,19:40:00,Al-Wehda,Al-Khaleej,1,2,804,King Abdul Aziz Stadium
10,Friday,2016-11-25,17:40:00,Al-Batin,Al-Fateh,1,1,473,Department of Education Stadium
10,Friday,2016-11-25,17:50:00,Al-Taawoun,Al-Nassr,2,1,5013,Prince Abdullah bin Abdul Aziz Stadium
10,Friday,2016-11-25,20:00:00,Al-Ahli,Al-Hilal,1,2,51659,King Abdullah Sports City
10,Saturday,2016-11-26,17:55:00,Al-Raed,Al-Shabab,2,2,2967,Prince Abdullah bin Abdul Aziz Stadium
10,Saturday,2016-11-26,19:50:00,Al-Qadsiah,Al-Ittihad,0,3,3733,Prince Mohamed bin Fahd Stadium
11,Thursday,2016-12-01,19:40:00,Al-Nassr,Al-Batin,4,0,4431,Prince Faisal bin Fahd Stadium
11,Thursday,2016-12-01,19:40:00,Al-Faisaly,Al-Ahli,3,6,704,Al Majma'ah Sport City
11,Friday,2016-12-02,17:25:00,Al-Qadsiah,Al-Raed,3,0,263,Prince Saud bin Jalawi Stadium
11,Friday,2016-12-02,19:40:00,Al-Ittihad,Al-Ettifaq,4,1,28532,King Abdullah Sports City
11,Friday,2016-12-02,19:55:00,Al-Hilal,Al-Shabab,3,0,16075,Prince Faisal bin Fahd Stadium
